id,chapter_title,paragraph,quote,source_url,created_at,title,content
207,CHAPTER I,"Now little as Cagliostro was acquainted with English
customs, he was not so ignorant, as he himself confesses,
as not to understand that such a proposition was
“singular”; but as Saunders had been kind to him,
“kept his carriage,” and appeared in every way worthy
of respect, the Count, being desirous of purchasing
tranquillity, without hesitation accepted the invitation.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
208,CHAPTER I,"Because no Englishman would have done so, and
it appears absurd to picture even a foreigner passing
six weeks of his own accord in a sponging-house, the
visit Cagliostro now paid to Saunders is generally
regarded as anything but voluntary. But how much
more absurd is the assertion of the Editor of theCourier de l’Europe—theonlyother source of information
beside Cagliostro in regard to these proceedings—that
the Count was “constrained frompoverty” to
reside with Saunders! Even if foreigners in distress
would be likely to seek refuge in a sponging-house,
is it at all likely that they would be admitted just
because of theirpoverty?",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
209,CHAPTER I,[Pg 64],,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
210,CHAPTER I,"“I occupied,” says Cagliostro, “the finest apartment
in the house. There was always a seat at my table for
a chance comer. I defrayed the expenses of the poor
prisoners confined there, and even paid the debts of
some, who thus obtained their freedom.” Of these,
one “Shannon, a chemist,” is quoted by him as being
ready to testify to the truth of the statement. Be this
as it may, after six weeks Cagliostro once more returned
to his rooms in Suffolk Street to the “sensible regret
of Saunders.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
211,CHAPTER I,"But scarcely had he arrived when he was served
for the third time with a writ issued at the instigation
of Miss Fry for “a debt of £200.” At the instance of
Saunders, an Italian merchant named Badioli was
induced to be his surety. Saunders, whose interest
in his affairs was inspired by the profit he calculated on
deriving from them, also recommended him to engage
as counsel to defend him a certain Priddle whom
Cagliostro had met in the sponging-house. Thus
supported, and conscious of innocence, he awaited his
trial with comparative composure.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
224,CHAPTER I,"Considering the evidences Cagliostro had had of
this woman’s fury, it was not surprising that he should
have attributed the extraordinary circumstances that
now occurred to her vindictive ingenuity. As he was
preparing to leave the King’s Bench, “Mr. Crisp, the
under-marshal of the prison, informed him that one
Aylett had lodged a detainer against him by name of
Melisa Cagliostro, otherwise Joseph Balsamo, for a
debt of £30.” The Count demanded with the
utmost surprise the meaning of this new intrigue.
Crisp replied that Aylett declared the sum specified
was due to him as his fee, with interest added,
from “one Joseph Balsamo, by whom he had been
employed in the year 1772 to recover a debt of a
Dr. Benamore.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
212,CHAPTER I,"The case came on in due course at the King’s
Bench, but Priddle, discovering that it was to be tried
by Lord Mansfield, whom he dared not face, backed
out of it altogether. Left without counsel at the last
moment, Cagliostro was driven in desperation to defend
his cause himself. As his knowledge of English was
very imperfect, he was obliged to have an interpreter,
and, none other apparently being available, he employed
Vitellini. But as Vitellini, either owing to excitement
caused by the responsibility he was suddenly called
upon to assume, or to an equally imperfect knowledge
of English, could not make himself understood, Lord[Pg 65]Mansfield, to avoid further confusion, and perceiving
from the charge of witchcraft that the case was trivial,
suggested a compromise and recommended a Mr.
Howarth as arbitrator. To this proposal Cagliostro
was compelled, and Miss Fry was only too glad, to
consent.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
213,CHAPTER I,"The first thing Howarth had to decide was Miss
Fry’s first claim to £190, which she alleged she had
lent the Count. As she had no proof whatever
to advance in support of her claim, it was at once
set aside. The charge of witchcraft was also with
similar expedition dismissed as “frivolous.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
214,CHAPTER I,"In her attempt to substantiate her other claim to
£200, Miss Fry and her witness Broad very nearly
perjured themselves. They both asserted that the
money had been expended “in purchasing sequins”
for Cagliostro. Questioned by Howarth as to how
he had obtained the sequins, Broad replied that he
had “bought them of a merchant whose name he
could not recollect.” At this Howarth, whose
suspicions were naturally aroused by such a reply,
observed that “it must have been a very large amount
of sequins to represent £200, and he did not believe
any merchant would have such a quantity on hand.”
Broad hereupon declared he had not bought them
of one merchant, “but of aboutfourscore.” But on
being pressed by Howarth he could not remember
the names or places of abode of any of them.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
215,CHAPTER I,"Nor could Miss Fry assist him to disentangle
himself. She stated that “a Jew of whose name she
was ignorant had brought the sequins to her.” After
this there was nothing for Howarth to do but dismiss
the charge, which he did with “a severe reprimand.”[Pg 66]Miss Fry, however, was not to be beaten without a
further effort. She demanded that the necklace should
be returned to her, which she declared she had onlylentto the Countess. To this Cagliostro saw fit to
protest, but as Vitellini failed to express his reasons
intelligibly, Howarth came to the conclusion that the
necklace at least belonged to Miss Fry. He therefore
ordered the Count to return it to her, and pay the costs
of the arbitration into the bargain.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
216,CHAPTER I,"This decision, however, by no means put an end to
the troubles of Cagliostro.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
217,CHAPTER I,"Whether at his own request, or by order of Howarth,
he seems to have been given a few days in which to
conform to the ruling of the arbitrator. But Badioli,
his surety, no sooner learnt the result of the case than,
dreading lest Cagliostro should decamp and leave him
to pay the costs and compensate Miss Fry, he resolved
to release himself from his obligations by surrendering
the Count. Keeping his intention a profound secret,
he paid a friendly visit to Cagliostro, and at the close
carried him off for a drive in the park. “On their way,”
says an anonymous author of the only contemporary
book in defence of Cagliostro, “they alighted at
a judge’s chambers, where Mr. Badioli said he had
business to settle. They then again entered the coach,
which in a short time stopped before an edifice of
which the Count was ignorant. However, his companion
entering, he followed his example; when Mr.
Badioli, making a slight apology, desired him to wait
there a few minutes, saying which he left him.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
218,CHAPTER I,"“Minutes and hours elapsed, but no Mr. Badioli
appeared. The Count then endeavoured to return
through the door at which they had entered, but found[Pg 67]himself repulsed, though he was ignorant of the
cause. He remained till evening in the greatest
agitation of mind, roving from place to place, when
he attracted the observation of a foreigner, who
having heard his story, and made the necessary
inquiries, informed him that he was a prisoner in
the King’s Bench.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
219,CHAPTER I,"“Two days had elapsed before the Countess was
able to obtain any information concerning him.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
220,CHAPTER I,IV,,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
221,CHAPTER I,"The conduct of Badioli, who had taken so
treacherous an advantage of his ignorance of the
English language and law, was to Cagliostro the
unkindest cut of all. After such convincing proofs
of its hostility, to continue to struggle against
adversity seemed no doubt futile. He accepted the
situation apathetically. More than a month elapsed
before he apparently took steps to procure his release—even
then the proceedings which resulted in his
liberation from the King’s Bench prison do not
appear to have been instituted by himself, but by a
certain O’Reilly. Now as this good Samaritan was
previously unknown to him, there is reason to suppose
that he was delegated by the Esperance Lodge of
Freemasons, of which the Count was a member, to
assist him. For O’Reilly was the proprietor of the
“King’s Head in Gerard Street where the Esperance
Lodge assembled.”[8]",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
222,CHAPTER I,[Pg 68],,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
223,CHAPTER I,"Through the instrumentality of O’Reilly, for whose
kindness on this occasion Cagliostro was ever after
grateful, fresh bail was procured. But as the summer
vacation had commenced, Miss Fry had the right—which
she was only too glad to avail herself of—to
refuse to accept the bail offered till the end of the
vacation. O’Reilly, however, was not a Saunders;
his interest in the Count was not mercenary, and
being fully conversant with the intricate workings
of the law, he applied directly to Lord Mansfield,
who at once ordered Miss Fry’s attorney to accept
the bail.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
226,CHAPTER I,"To this proposition Cagliostro consented, but as
he had not the cash upon him he asked Crisp if he
would accept its equivalent in plate, promising to
redeem it the next day. His request was granted,
and Cagliostro remained in King’s Bench while
O’Reilly went to the Countess for the plate in
question, which consisted of “two soup-ladles, two
candlesticks, two salt-cellars, two pepper-castors, six
forks, six table-spoons, nine knife-handles with blades,
a pair of snuffers and stand, all of silver.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
227,CHAPTER I,"The next day, true to his promise, the Count paid
Crisp thirty pounds. Crisp, however, instead of
giving back the plate, declared that Aylett had been
to him in the meantime, and on learning that he
had freed the prisoner was highly exasperated and
demanded the plate, which had consequently been
given him. As Aylett, on the other hand, when
questioned, declared that Crisp “was a liar,” “it was
impossible,” says Cagliostro, “for me to ascertain by
whom I was plundered.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
228,CHAPTER I,"Of all the incidents in this series of “injustices,”
as he termed it, of which he was the victim the most
curious is undoubtedly the unexpected advent of
Aylett upon the scene in a rôle totally unconnected
with the development, so to speak, of the plot of
the play. Considering that he was the first person
on record to state that Cagliostro was Giuseppe[Pg 70]Balsamo, it is worth while inquiring into his reason
for doing so and the value to be attached to it.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
229,CHAPTER I,"Aylett’s reputation, to begin with, was such as
to render the truth of any statement he might make
extremely doubtful, if not to invalidate it altogether.
Like Reynolds and Priddle, he was a rascally attorney
who had been “convicted of perjury and exposed
in the pillory.” Granting that he had defended
Balsamo in his action against Dr. Benamore, and
was sufficiently struck by the resemblance of
Cagliostro to his old client as to believe them to
be the same person, his conduct on the present
occasion was decidedly ambiguous. According to his
statement, “happening one day in 1777 to be in
Westminster Hall, he perceived a person that he
immediately recognized as Balsamo, whom he had
not seen since 1772.” Instead of accosting him then
and there, he decided to find out where he lived; and
after much difficulty learnt that the person he had seen
and believed to be Balsamo was in the King’s Bench
prison and that his name was Cagliostro; whereupon,without taking the least step to ascertain whether he
was right or not in his surmise, he laid a detainer
against him for the money Balsamo owed him. No
record of any kind exists as to what passed between
Aylett and Cagliostro when they finally met, or in fact
whether they met at all.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
230,CHAPTER I,"That Aylett would, after having received
Cagliostro’s plate or money from Crisp, have admitted
he had made a mistake is, judging from the man’s
character, not to be credited. But what renders this
singular matter still more questionable is the fact that
the Editor of theCourier de l’Europenine years later,[Pg 71]when publishing his “incontestable proofs” of the
identity of Balsamo with Cagliostro, should have
accepted the statement of Aylett andignoredthat of Dr. Benamore, who was also living at the
time and whose position as representative in England
for thirty years of the various Barbary States would,
to say the least, have given the weight of respectability
to his word. Now as there is no doubt at all
that the Editor of theCourier de l’Europepassionately
desired that his proofs should really be “incontestable,”
there is only one explanation of his conduct
in this matter possible: Dr. Benamore must haverefused to make the statement requested of him.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
231,CHAPTER I,"On the other hand, Cagliostro—and his word, even
prejudice must admit, is to be trusted quite as much
as that of an Aylett or the Editor of theCourier de
l’Europe—asserts in the most emphatic language that
Dr. Benamore was ready to testify inhisbehalf to a
total ignorance of the very name of Balsamo.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
232,CHAPTER I,"As it is impossible to verify either one or the other
of these statements, the reader must be left to form
his own conclusions.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
233,CHAPTER I,"Having once more regained his liberty, Cagliostro
very wisely sought safety from further molestation by
taking up his abode with his wife “in O’Reilly’s
hotel,” where he resided during the remainder of his
stay in London. On the recommendation of his friend
he employed a lawyer by the name of James, through
whom he succeeded in recovering the jewels which, it
will be remembered, he had deposited with Saunders
as bail in the first suit brought against him by Miss
Fry. As he could, no doubt, have managed to decamp
without returning the necklace or paying the costs of[Pg 72]his trial as ordered by the arbitrator—the date named
for the settlement was still some weeks off—it is,
under the circumstances and considering all that has
been said against him, decidedly to his credit that he
remained and fulfilled his obligations.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
234,CHAPTER I,"He states—and there is no reason to disbelieve
him—that O’Reilly and James, after the final settlement
of his case, tried hard to persuade him “to
commence an action against Aylett for perjury,
another against Crisp for swindling, and one of blackmail
against Fry, Scott, Reynolds and Broad,” He
was, however, not to be beguiled into any such costly
and uncertain undertakings.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
235,CHAPTER I,"“The injustices,” he says, “I had experienced
rendered me unjust to myself, and attributing to the
whole nation the faults of a few individuals I determined
to leave a place in which I had found neither
laws, justice, nor hospitality.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
236,CHAPTER I,"Accordingly, having given O’Reilly, with whom
he continued in close communication, a power of
attorney to use in case of need, he left for Brussels
“with no more than fifty pounds in cash and some
jewels.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
237,CHAPTER I,"He afterwards asserted that during the eighteen
months he had resided in London he had been
defrauded of 3000 guineas.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
238,CHAPTER I,"In this a hostile writer—with sheep-like fidelity to
popular prejudice—sees “the native excellence of
English talent, when the most accomplished swindler
of the swindling eighteenth century was so hobbled,
duped, and despoiled by the aid of the masterly fictions
of English law.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
251,CHAPTER I,"The desire to prolong life, the desire to enjoy life,
and the desire to look beyond life are inherent in
human nature, and man has sought from time immemorial
to realize them. To-day it is to science that
we look for the realization of the first two of these
great desires of which it is the outcome; while it is
only with the third that the marvellous, or what is
understood by occultism, is now associated.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
979,CHAPTER I,******,,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
239,CHAPTER I,"It is possible, however, to draw another and more[Pg 73]sensible inference from this legalescroquerieof which
Cagliostro was the dupe, than one based on mere
prejudice. As his fame, needless to say, lies not in
proved charges of embezzlement, but in the secrets of
the crucible and the mysteries of Egyptian Masonry,
it is clearly by his adventures in the laboratory and
the lodge rather than by those which led him to the
King’s Bench and the Bastille that he is to be judged.
Since it is a question of swindling, it is perhaps just as
well to bear in mind thecharacterof these accomplished
impostures to which so much obloquy has been
attached. Accordingly, before attempting to draw
aside the figurative curtain which conceals him, as
Carlyle’s “hand itched” to do, it is essential to examine
the fabric, so to speak, of the curtain itself—in other
words, to get some idea of what was understood by
the Occult in Cagliostro’s day.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
240,CHAPTER I,"As I have no intention of entering this labyrinth of
perpetual darkness which none but an adept is capable
of treading, I shall merely stand on the threshold.
There, at any rate, it is light enough for the reader to
see as much as is necessary for the present purpose.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
241,CHAPTER I,EIGHTEENTH CENTURY OCCULTISM,,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
242,CHAPTER I,I,,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
243,CHAPTER I,"Man, at once instinctively mistrusting his own
power, and inspired by the love of the marvellous
which is inherent in human nature, has from the
beginning invoked, or invented, as you will, the
invisible powers of an inaccessible sphere. History
is filled with the phenomena arising from this innate
tendency to believe in the supernatural, which while
varying in form according to epochs, places, and
customs are at bottom identical. Belief in the supernatural
is, indeed, the basic principle of primitive
man’s first conception of community of interest, the
germ from which religion, social order, civilization
have developed.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
244,CHAPTER I,"In the beginning religion and magic were one.
All the priests of Egypt and the East were invested
with supernatural and mysterious powers of which
they long possessed the monopoly. These powers
were precisely the same as those of the mediums of
the present day; but the effects they produced no
doubt appeared infinitely greater owing to the boundless
credulity, simplicity, and ignorance of those who
witnessed them.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
245,CHAPTER I,"By degrees, as civilization after civilization perished,
knowledge became more diffused. Magic passed from
the sanctuary to the street. The Pagan world was[Pg 75]filled with astrologers, sorcerers, sibyls, sooth-sayers,
wonder-workers of all descriptions. In the Middle
Ages, when Christianity finally superseded Paganism,
the supernatural once more took up its abode in
religion. Demonology, which had survived all the
revolutions of antiquity, and which still exists without
much fundamental difference under other forms all
over the world, assimilated itself to the dogmas of the
Church. The Popes affirmed the popular belief in
sorcery, magic and diabolic possession. But the
supernatural phenomena associated with the belief in
these things were regarded as the work of the devil,
in whose existence the Christian world believed as
implicitly as in the existence of God; so while the
Church sanctioned this belief as one of the mysteries
of religion it waged a merciless war against all persons
suspected of having commerce with demons. From
its terrible ban the mystical visionaries alone were
exempt. These persons, ascetics all, the sanctity
of whose reputations was unquestioned and whose
hallucinations were due to hysteria, epilepsy, or
neuroticism, were canonized.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
246,CHAPTER I,"Towards the close of the seventeenth century, with
the revival of a tolerant and enlightened philosophy,
the devil had grown old and accusations of sorcery
were rare. But the belief in the supernatural still
continued to thrive; and in the century of universal
scepticism, the century of Voltaire and the Encyclopedists,
when faith in everything till then venerated
was exploded, that in the marvellous alone survived.
“The more civilization advances,” wrote Voltaire,
“the more noise does superstition make.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
247,CHAPTER I,"On the eve of the French Revolution, Mesmer[Pg 76]electrified the world with his animal magnetism.
With this discovery the belief in the supernatural
entered a new and more wonderful phase. The
marvellous had passed from a grossly material to
a purely spiritual plane. The magnetism of Mesmer
was followed by the hypnotism of the Marquis de
Puységur, with its attendant train of table-turning
and telepathy, clairvoyance and clairaudience,
spiritualism, theosophy, and Christian science. To-day
the whole system of the hermetic philosophy of the
Egyptians and Hindus has been re-discovered, re-deciphered,
and restored with the most astonishing
results and the most conspicuous success to the
amazement of the world.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
248,CHAPTER I,"Never has the belief in the supernatural been more
flourishing and more invincible than at the present.
Side by side with the positivism of modern science
marches the mysticism of the occult, equally confident
and undaunted, and equally victorious. Not a link
in the chain that connects the phenomena of the
mediums and adepts of to-day with those of the
Chaldaeans has been broken. Madame Blavatsky
and Mrs. Eddy are the latest descendants of Hermes
Trismegistus, who whether regarded as man, god,
or the personification of all the knowledge of his
remote times, is the parent of all the wonder-workers,
scientific as well as unscientific, of the world. The
prodigies of these priestesses of theosophy and
Christian science, which are the last and most
popular manifestations of the marvellous, are no
less significant, and much more wonderful because
more inexplicable, than those of a Ramsay or a Curie.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
249,CHAPTER I,"As to the future of this faith in the supernatural,[Pg 77]one thing may reasonably be taken for granted; the
marvellous will never cease to appeal to the imagination
of mankind till the riddle of the universe is solved.
To deride it is ridiculous. Occultism is not a menace to
progress, but a spur. Its secrets are not to be ridiculed,
but to be explained. That is its challenge to modern
science, which is at once its offspring and its servant.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
250,CHAPTER I,******,,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
1223,CHAPTER I,"“Then you condemn Abraham for offering up his
son?” was Cagliostro’s curious rejoinder. “In his
place, what would you have done?”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
252,CHAPTER I,"Formerly, however, the search for remedies for
the irremediable was conducted exclusively in the
sphere of the supernatural. The love of life gave rise
to the quest for the Fountain of Youth, which still
continues under innumerable other forms and names
that will occur to every one. The latest, perhaps, is
the Menshikov Sour Milk Cure. From the love of
ease sprang the search for the “philosopher’s stone,”
which was to create wealth by the transmutation of
metals into gold. This quest which long captivated
the imagination of men is now entirely abandoned,
though its object, needless to say, is more furiously
desired than ever. While to the curiosity as to the
future we owe the pseudo-sciences of astrology,
palmistry, fortune-telling, divination, etc.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
253,CHAPTER I,[Pg 78],,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
254,CHAPTER I,"Those who devoted their lives to these things
were divided into three classes—alchemists, astrologers,
and the motley tribe of quacks and charlatans, who
may be summed up for sake of convenience under the
name of sorcerers. These divisions, however, were
by no means hard and fast. United by a common
idea each class dabbled in the affairs of the others.
Thus astrologers and sorcerers were often alchemists,
and alchemists seldom confined their attention solely
to the search for theelixir vitaeand the philosopher’s
stone.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
255,CHAPTER I,"As the alchemists, owing to their superior knowledge,
and the results they obtained, were more
considered than the astrologers and sorcerers, alchemy
developed into a science at an early date. The
obscurity in which its origin is involved is a sign
of its antiquity. Some enthusiasts believe it to be
coeval with the creation of man. Vincent de Beauvais
was of the opinion that all the antediluvians must have
had some knowledge of alchemy, and cites Noah as
having been acquainted with theelixir vitae, “otherwise
he could not have lived to so prodigious an age
and begotten children when upwards of five hundred.”
Others have traced it to the Egyptians, from whom
Moses was believed to have learnt it. Martini, on the
other hand, affirms that alchemy was practised by
the Chinese two thousand five hundred years before
the birth of Christ. But though a belief in the transmutation
of metals was general in the Roman Empire,
the practice of alchemy does not appear to have
received much consideration before the eighth century.
At this period the discoveries of Gebir, an Arabian
alchemist, gave so great a stimulus to the quest of[Pg 79]the philosopher’s stone and the elixir of life that he
is generally regarded as the creator of these picturesque
delusions, which for a thousand years had so great
a hold on the popular imagination.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
256,CHAPTER I,"Banned and fostered in turn, and often at the same
time, by the Church; practised in all classes of society
and by all sorts and conditions of people; regarded
with admiration and contempt; alchemy has played
too vast and important a rôle in the history of
humanity to be despised, wild and romantic though
this rôle has been. Nothing could be more unjust
and absurd than to judge it by the charlatans who
exploited it. The alchemists whom history still
remembers were in reality the pioneers of civilization,
who, venturing ahead of the race befogged in dense
forests of ignorance and superstition, cut a road
through to the light, along which mankind travelled
slowly in their wake. Not only were these fantastic
spirits of light the parents of modern science and
physics, but they have helped to adorn literature and
art. Some idea of their importance may be gathered
from the many words in common use that they have
given to the language, such as:crucible,amalgam,alcohol,potash,laudanum,precipitate,saturation,distillation,quintessence,affinity, etc.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
257,CHAPTER I,"The alchemists often stumbled upon discoveries
they did not seek. Science is thus indebted to Gebir
for the first suggestion of corrosive sublimate, the red
oxide of mercury, nitric acid, and nitrate of silver;
to Roger Bacon for the telescope, the magic lantern,
and gunpowder; to Van Helmont for the properties
of gas; to Paracelsus, the most extraordinary of them
all, for laudanum. It is to him also that medicine[Pg 80]owes the idea of the clinic. As in chemistry so in
other sciences the most important discoveries were
made by men who had a marked taste for alchemic
theories. Kepler was guided in his investigations by
cabalistic considerations.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
258,CHAPTER I,"The search for gold and youth, however, were
only one phase of alchemy. It was too closely allied
to what was known as “magic” not to be confounded
with it. In the popular estimation the alchemists were
all magicians. Most, perhaps all, of the so-called
occult phenomena so familiar to us to-day were
performed by them. Long before such things as
animal magnetism, hypnotism, telepathy, ventriloquism,
autosuggestion, etc., had a name, the alchemists had
discovered them, though they themselves were as
unable to explain or account for the wonders they
performed as the ignorant world that witnessed them.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
259,CHAPTER I,"Albertus Magnus had the power to delude whole
crowds, precisely as Indian necromancers do at the
present. Cornelius Agrippa “at the request of
Erasmus and other learned men called up from the
grave many of the great philosophers of antiquity,
among others Cicero, whom he caused to re-deliver
his celebrated oration for Roscius.” He also showed
Lord Surrey, when on the continent, “the resemblance
in a glass” of his mistress, the fair Geraldine. “She
was represented on a couch weeping for her lover.
Lord Surrey made a note of the exact time at which
he saw this vision and afterwards ascertained that his
mistress was so employed at the very minute.” The
famous Dr. Dee, whose whole life was devoted to the
search for the philosophers stone, was an accomplished
crystal-gazer and spirit-rapper.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
260,CHAPTER I,[Pg 81],,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
261,CHAPTER I,"It was, without doubt, the strong and crude
element of magic in alchemy that prepared the way
for the great change that came over the science at
the beginning of the seventeenth century. With the
revival of learning that followed the Renaissance,
there arose a mysterious sect in Germany known as
the Rosicrucians, who were destined to revolutionize
the belief in the supernatural. They claimed to derive
their name from a certain Christian Rosencreutz who,
in a pilgrimage to the Holy Land, had been initiated
into the mysteries of the wisdom of the East. The
tenets of the Rosicrucians, as well as their existence,
were first made known to the world at the beginning
of the seventeenth century in an anonymous German
work said to have been found in the tomb of Rosencreutz,
who had died one hundred and twenty years
previously.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
262,CHAPTER I,"The absurd legends concerning him have led many
to deny that such a person as Rosencreutz ever
existed. Such writers attribute the origin of the
society to the theories of Paracelsus and Dr. Dee,
who unconsciously became the real though unrecognized
founders of the Rosicrucians. Be this as it may,
no sooner were their doctrines generally known than
all the alchemists and believers in the marvellous
hastened to accept them. The influence thus acquired
by the “Society of the Rose-Cross” was as beneficial
as it was far-reaching. Its character was a sort of
Protestant mysticism, and its chief aim the gratuitous
healing of the sick. Hitherto alchemy and the belief
in the supernatural had been grossly materialistic.
The Rosicrucians refined the one and spiritualized the
other. They claimed that by strictly conforming to[Pg 82]the rules of their philosophy, of which chastity was
the most rigorous and important, they could ignore
hunger or thirst, enjoy perfect health, and prolong
their lives indefinitely. Of the occult knowledge they
possessed, that of transmuting metals into gold was
stripped of its old significance. The philosopher’s
stone was no longer to be regarded as merely the
means of acquiring riches, but the instrument by which
mankind could command the service of the spirits of
the invisible world.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
263,CHAPTER I,"They denied that these were the horrible and
terrifying demons with which the monks had peopled
the unseen, but mild, beautiful, and beneficent sprites,
anxious to be of service to men. In the Rosicrucian
imagination there existed in each element a race of
spirits peculiar to it. Thus the air was inhabited by
Sylphs, the water by Undines, the earth by Gnomes,
and the fire by Salamanders. It was by them that all
that was marvellous was done. In the course of their
development the mystical tendencies of the Rosicrucians
became more and more pronounced. Thus
they finally came to regard the philosopher’s stone as
signifying contentment, the secret of which was compared
in the mystical phraseology they adopted to
“a spirit that lived within an emerald and converted
everything near it to the highest perfection it was
capable of.”",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
264,CHAPTER I,"In fine, Rosicrucianism may be described as the
bridge over which the belief in the supernatural passed
from sorcery, witchcraft, and the grossest superstition
to the highly spiritualized form in which it is manifested
at the present. The transit, however, was not
effected without interruption. Towards the beginning[Pg 83]of the eighteenth century the bridge, undermined by
the mockery and scepticism of the age, collapsed.
About fifty years later it was reconstructed by Swedenborg
on a new and spiritualistic system. In the meantime,
as will be seen, superstition adrift on the ocean
of unbelief, clutched credulously at every straw that
floated by.",,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
265,CHAPTER I,II,,https://www.gutenberg.org/cache/epub/74618/pg74618-images.html,,CAGLIOSTRO,
